title,release_date,budget,revenue,vote_count,vote_average,runtime,id,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western
The Painted Veil,2006-01-01,19400000,26910847,1001,7.242,125,14202,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Good Shepherd,2006-12-11,85000000,100266865,967,6.315,167,1247,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Bandidas,2006-01-18,35000000,18381890,965,6.001,93,1969,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jackass Number Two,2006-09-22,11000000,72778712,953,6.492,92,12094,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Black Dahlia,2006-09-15,50000000,49111202,934,5.626,121,9676,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
It's a Boy Girl Thing,2006-07-15,15500000,7385434,923,6.5,95,37725,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Barbie in The 12 Dancing Princesses,2006-09-19,0,0,922,7.748,83,13002,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barnyard,2006-08-04,51000000,116476887,913,5.835,90,9907,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
When a Stranger Calls,2006-02-03,15000000,67062123,907,5.736,87,10053,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Santa Clause 3: The Escape Clause,2006-11-02,12000000,84500122,905,5.497,91,13767,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Wild,2006-03-06,80000000,102338515,902,5.538,95,9904,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Inland Empire,2006-09-06,15000000,4045770,902,7.087,180,1730,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
The Omen,2006-06-06,25000000,119188334,898,5.556,110,806,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Running Scared,2006-01-06,17000000,9500000,885,6.981,122,7304,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Grudge 2,2006-10-12,20000000,39143839,879,5.495,102,1975,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Covenant,2006-09-08,20000000,37597471,874,5.519,97,9954,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Dreamgirls,2006-12-25,70000000,154937680,873,6.797,134,1125,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Bambi II,2006-01-26,0,0,841,6.494,72,13205,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Date Movie,2006-02-17,20000000,48548426,833,4.22,83,10073,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gridiron Gang,2006-09-15,30000000,41480851,833,7.0,125,9766,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Children,2006-10-06,26000000,14821658,808,7.084,137,1440,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Firewall,2006-02-08,45000000,82800000,797,5.8,105,9754,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Invincible,2006-08-25,0,57806952,790,6.941,105,11652,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Butterfly Effect 2,2006-08-17,6000000,0,777,4.922,95,14620,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
An Inconvenient Truth,2006-05-24,1000000,46243000,751,6.975,100,1781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Snake Moan,2006-12-31,15000000,10907485,741,6.869,116,7874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Benchwarmers,2006-04-07,0,0,740,5.853,85,9957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half Nelson,2006-08-11,700000,4911725,737,6.649,107,7859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Notes on a Scandal,2006-12-25,15000000,49814392,736,7.096,92,1259,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tristan & Isolde,2006-04-07,31000000,28000000,717,6.683,125,9044,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Turistas,2006-12-01,10000000,0,706,5.443,93,9796,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Bring It On: All or Nothing,2006-08-08,0,0,695,6.6,99,11211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flyboys,2006-09-22,60000000,17834865,689,6.5,138,9664,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
DOA: Dead or Alive,2006-09-07,21000000,7563172,680,5.196,87,9053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Sentinel,2006-04-19,60000000,78810595,656,6.0,108,5820,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lifted,2006-12-28,0,0,654,7.453,5,13060,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Basic Instinct 2,2006-03-29,70000000,38629478,642,5.082,114,3093,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Undisputed II: Last Man Standing,2006-04-11,0,0,638,7.294,93,15255,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stay Alive,2006-03-24,9000000,27105095,624,5.842,85,10069,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Wind That Shakes the Barley,2006-03-23,6500000,22889018,624,7.375,127,1116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Glory Road,2006-01-13,0,42647449,623,7.421,118,9918,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Marine,2006-10-13,20000000,22165608,619,5.985,92,8975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Water 2: Adrift,2006-07-10,1200000,0,604,5.502,94,9592,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Take the Lead,2006-03-17,30000000,65742992,602,6.876,108,12763,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Last Holiday,2006-01-13,45000000,38399961,598,7.087,112,17379,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Barbie Fairytopia: Mermaidia,2006-03-14,0,0,583,6.846,75,13285,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
We Are Marshall,2006-12-12,65000000,43545364,580,6.878,124,11170,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Stormbreaker,2006-07-21,40000000,23937870,580,5.228,93,9978,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Fox and the Hound 2,2006-11-09,24000000,0,577,6.049,69,9948,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
All the Boys Love Mandy Lane,2006-09-09,750000,0,556,5.524,90,9022,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Deck the Halls,2006-11-22,51000000,47231070,544,5.52,93,9969,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Return,2006-11-10,15000000,11992014,543,5.929,85,10093,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Hatchet,2006-04-27,1500000,208550,541,5.82,84,11908,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
See No Evil,2006-05-19,8000000,18707966,541,5.432,84,10007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Grandma's Boy,2006-01-06,5000000,6538177,537,6.578,94,9900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoom,2006-08-11,75600000,12506188,530,5.359,83,14113,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Candy,2006-05-25,0,2105096,528,7.155,116,4441,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Return to Halloweentown,2006-10-20,0,0,524,6.552,88,34204,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Employee of the Month,2006-10-06,12000000,38368909,524,5.529,103,9794,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Friends with Money,2006-04-07,6500000,13368437,509,5.1,88,8998,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Catch and Release,2006-10-20,25000000,16162580,500,5.901,111,13668,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Shaggy Dog,2006-03-09,50000000,87134280,496,4.882,98,10067,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Stick It,2006-04-21,0,0,490,6.788,105,10115,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Librarian: Return to King Solomon's Mines,2006-09-09,0,0,485,6.2,92,14208,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Severance,2006-05-19,0,5515163,477,6.248,96,5072,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Seraphim Falls,2006-09-13,18000000,1220058,476,6.4,115,13249,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Beerfest,2006-08-25,17500000,19179969,453,5.938,110,9988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bug,2006-11-11,4000000,8095658,445,6.097,98,12526,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Black Christmas,2006-12-15,9000000,21510851,444,5.172,95,9656,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Curious George,2006-02-10,50000000,69834815,443,6.4,87,9975,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pulse,2006-08-11,38000000,29907685,435,5.02,90,9682,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Leroy & Stitch,2006-06-23,0,0,427,6.577,73,21316,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Miss Potter,2006-12-03,30000000,35078241,425,6.567,92,13967,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
The Contract,2006-04-05,25000000,5549200,425,5.706,96,1441,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Shortbus,2006-10-04,2000000,5179037,410,6.368,101,1378,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Find Me Guilty,2006-03-16,13000000,2636637,409,6.5,125,9950,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Goya's Ghosts,2006-11-08,50000000,9448082,407,6.6,114,11515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Material Girls,2006-08-18,0,11449638,407,5.4,97,10118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Dolittle 3,2006-04-25,0,0,391,5.2,93,18843,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Annapolis,2006-01-27,26000000,17496992,387,6.6,108,13275,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wendy Wu: Homecoming Warrior,2006-06-16,6000000,0,380,6.2,90,61717,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Fido,2006-09-07,8000000,426224,374,6.463,91,10288,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Man of the Year,2006-10-09,20000000,42472472,374,5.916,115,9895,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
The Cheetah Girls 2,2006-07-31,0,0,368,6.3,96,37609,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
Mater and the Ghostlight,2006-07-27,0,0,368,6.234,7,13934,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Behind the Mask: The Rise of Leslie Vernon,2006-08-29,0,69136,360,6.531,92,10961,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Unknown,2006-11-03,3700000,3419456,349,6.215,98,9828,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Facing the Giants,2006-09-29,100000,10178331,346,7.525,111,18925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Peaceful Warrior,2006-03-30,0,0,345,7.455,120,13689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Big Nothing,2006-12-01,0,0,343,6.466,86,9843,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Van Wilder 2: The Rise of Taj,2006-12-01,0,6086508,341,5.021,97,10032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starter for 10,2006-09-13,0,0,339,6.4,92,14055,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hollywoodland,2006-08-31,0,16803753,326,6.097,126,1249,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
The Last Kiss,2006-09-10,20000000,0,325,6.0,115,7511,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Barbie Diaries,2006-05-17,0,0,320,6.3,70,21705,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bobby,2006-09-05,0,0,321,6.421,120,10741,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I'll Always Know What You Did Last Summer,2006-06-24,0,0,311,4.268,92,3602,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fast Food Nation,2006-11-17,0,2209322,309,6.1,116,8324,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Camp,2006-09-15,0,1013596,306,7.0,84,1776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret,2006-03-26,0,0,305,6.707,90,26594,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Breed,2006-05-17,0,1675484,304,5.304,90,10063,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lonely Hearts,2006-04-30,18000000,2520000,304,6.051,108,1252,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Teen Titans: Trouble in Tokyo,2006-09-15,0,0,298,7.8,75,16237,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
School for Scoundrels,2006-09-29,20000000,17807569,298,5.44,100,9842,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
This Film Is Not Yet Rated,2006-01-26,0,302179,296,7.142,98,16070,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Avengers: The Movie,2006-02-21,0,6700000,294,6.779,72,14609,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Astronaut Farmer,2006-10-15,13000000,11130889,290,6.2,104,5172,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Air Buddies,2006-12-12,9000000,0,289,5.875,80,9973,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love and Other Disasters,2006-09-09,0,0,288,5.814,91,6641,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Freedomland,2006-02-17,37665000,14655628,281,5.189,113,9959,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Akeelah and the Bee,2006-04-28,8000000,18948425,277,7.011,112,13751,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unaccompanied Minors,2006-12-08,26000000,21949234,264,6.006,90,18147,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Good German,2006-12-08,32000000,5914908,263,5.768,108,182,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
A Prairie Home Companion,2006-06-09,10000000,0,259,6.3,105,9526,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
A Guide to Recognizing Your Saints,2006-09-29,0,516139,258,6.514,104,8194,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Dreamz,2006-03-04,17000000,7314027,255,4.994,107,9310,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Flicka,2006-10-20,15000000,21000000,253,6.9,95,14012,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Amazing Grace,2006-09-16,0,32120360,252,6.9,117,15163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
All the King's Men,2006-09-10,55000000,9450897,249,5.801,125,1717,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Skinwalkers,2006-03-20,0,0,246,5.083,110,14219,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Let's Go to Prison,2006-11-17,4000000,4630045,245,5.7,84,9809,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Half Light,2006-01-17,0,0,245,5.982,110,9756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,16800000,2312717,244,6.1,122,18615,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Ultimate Avengers 2: Rise of the Panther,2006-08-08,0,0,243,6.695,73,14611,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Everyone's Hero,2006-08-04,35000000,16627188,239,5.8,87,15213,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wedding Daze,2006-09-09,0,0,240,5.456,90,7839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman II: The Richard Donner Cut,2006-11-02,54000000,0,235,7.468,116,624479,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Read It and Weep,2006-07-21,0,0,230,5.8,90,4641,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Scooby-Doo! Pirates Ahoy!,2006-01-01,0,0,229,7.7,80,13355,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
Transformers: Beginnings,2006-10-16,0,0,229,6.915,22,25565,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Waist Deep,2006-06-23,0,21353303,226,6.591,97,9917,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Wicked Little Things,2006-11-17,0,0,223,5.769,94,10854,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Population 436,2006-07-04,0,0,223,5.76,88,1596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cow Belles,2006-03-24,5000000,0,221,5.5,90,24801,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Rest Stop,2006-10-07,0,0,218,5.284,80,9841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Night Listener,2006-02-12,0,10639686,215,5.6,91,9782,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
The Woods,2006-09-25,0,0,212,5.726,91,6948,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
The Prince & Me 2: The Royal Wedding,2006-02-21,0,0,210,5.7,96,15590,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Hollow Man II,2006-05-23,0,0,210,4.938,91,8997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Shark Bait,2006-07-07,0,0,209,5.086,77,19595,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doctor Who: The Runaway Bride,2006-12-25,0,0,204,7.733,60,282758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Factory Girl,2006-12-29,7000000,0,205,6.041,90,12271,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Save the Last Dance 2,2006-10-10,0,0,203,5.498,90,9817,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
The Abandoned,2006-09-11,3000000,4529892,201,5.5,99,10790,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Running with Scissors,2006-10-27,12000000,6754898,201,5.816,116,7510,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Something New,2006-01-29,0,11400000,196,6.5,99,15363,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Hard Corps,2006-08-15,12000000,0,196,6.133,110,9924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10 Items or Less,2006-09-11,0,580527,194,6.258,81,2357,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Dead Girl,2006-11-07,0,0,187,6.096,85,13551,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Art School Confidential,2006-05-05,0,0,186,6.124,102,9786,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Survival Island,2006-05-05,9000000,0,186,5.2,95,9753,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
The Bridge,2006-10-27,25000,179780,186,6.772,93,1666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Breaking and Entering,2006-12-15,0,8974829,185,6.065,129,1253,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Altered,2006-12-19,8000000,0,184,5.307,88,14458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
The Ex,2006-12-01,0,5178640,183,5.09,90,13171,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Right at Your Door,2006-01-23,0,2043704,182,5.824,96,15664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Drake & Josh Go Hollywood,2006-01-06,0,0,179,7.1,73,43960,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
The Nativity Story,2006-11-30,35000000,0,180,6.992,101,2447,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Madea's Family Reunion,2006-02-24,6000000,57231524,176,6.4,110,16781,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
The Hoax,2006-10-14,25000000,11772461,174,6.3,116,9903,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deliver Us from Evil,2006-06-24,0,201275,171,7.184,101,13364,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilderness,2006-08-11,0,566098,169,6.1,94,11494,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The History Boys,2006-10-02,4000000,13401952,169,6.7,109,8618,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Desperation,2006-05-23,12000000,0,166,5.6,131,10004,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
Infamous,2006-09-11,13000000,2689799,166,6.515,110,9672,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Codename: Kids Next Door - Operation Z.E.R.O.,2006-08-10,0,0,165,8.067,73,205081,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0
Unrest,2006-11-11,2500000,0,164,5.8,88,10085,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blind Dating,2006-07-28,0,834457,162,6.0,99,13162,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Another Gay Movie,2006-04-28,500000,745327,162,6.1,92,12795,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Last Winter,2006-09-11,0,0,161,5.5,101,15667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Hamiltons,2006-11-19,0,0,159,4.934,86,15495,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Who Killed the Electric Car?,2006-08-04,1000000,1678874,160,7.303,92,13508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thief Lord,2006-01-04,0,0,159,5.9,98,9520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Gravedancers,2006-11-18,0,478535,158,5.8,95,13557,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Kiwi!,2006-01-01,0,0,158,6.956,4,53215,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flight 93,2006-01-30,0,0,156,6.5,89,10958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Kidulthood,2006-03-03,994000,165000,152,6.276,89,13185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No Time for Nuts,2006-10-23,0,0,152,7.243,7,46247,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Little Matchgirl,2006-09-07,0,0,146,7.514,7,38580,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Snow Cake,2006-09-08,12000000,1381665,146,7.089,112,313,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Cocaine Cowboys,2006-11-03,0,163000,144,7.309,118,14761,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Land Before Time XII: The Great Day of the Flyers,2006-02-27,0,0,142,6.3,77,31933,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Home of the Brave,2006-12-15,12000000,499620,141,5.44,106,14171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
.45,2006-11-30,5000000,0,141,5.191,101,14062,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Copying Beethoven,2006-09-10,11000000,6191746,140,6.4,104,1590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Second in Command,2006-05-02,0,0,138,5.725,91,19167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darwin Awards,2006-07-05,0,309408,138,5.572,94,18437,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
For Your Consideration,2006-11-22,12000000,5542025,137,5.825,86,14799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creepshow 3,2006-04-24,0,0,136,4.658,104,16304,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Griffin & Phoenix,2006-09-12,0,0,136,7.2,102,15534,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Driving Lessons,2006-10-13,0,0,136,6.2,98,11404,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Pervert's Guide to Cinema,2006-10-06,0,0,135,7.281,151,34283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ATL,2006-03-31,20000000,21170563,132,7.03,105,13960,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
The Namesake,2006-09-02,12000000,20354321,131,6.7,122,16727,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
